id,posting_date,account,amount,currency,description,status
ID-0024,2022-10-02,2000-AP,40008.32,USD,Combibo valeo pax trepide vorax civitas vito cribro creptio confugo.,posted
ID-0025,2020-12-03,3000-Revenue,4170.48,GBP,Decet cognatus caveo autem adsuesco conicio centum voco labore.,posted
ID-0026,2023-06-26,1000-Cash,-5595.63,EUR,Cuius vulgo utrum qui modi quas.,posted
ID-0027,2022-05-16,1000-Cash,-2445.4,EUR,Vobis verbera suppono expedita.,pending
ID-0028,2020-10-13,4000-Expense,-37517.92,GBP,Utpote vinco arcesso delectatio vomica.,posted
ID-0029,2025-03-07,3000-Revenue,-12467.01,USD,Tempus crepusculum dolorem deprimo.,posted
ID-0030,2025-03-12,5000-COGS,-9241.58,GBP,Nam viscus averto amo ultra decens uberrime varietas advenio.,pending
ID-0031,2022-09-09,3000-Revenue,12659.25,GBP,Demoror sto suppono.,posted
ID-0032,2020-10-21,2000-AP,-14128.45,GBP,Bene vita absorbeo vulpes spiculum.,pending
ID-0033,2021-10-07,1000-Cash,23786.95,GBP,Aranea tardus tenus solus tener tyrannus placeat alienus.,posted
ID-0034,2020-06-19,2100-AR,-9289.35,USD,Amor titulus vinitor aequus vis.,posted
ID-0035,2021-10-18,1000-Cash,62.43,GBP,Admitto aequus culpa claustrum candidus cicuta thymbra vetus.,posted
ID-0036,2025-06-09,2000-AP,-2356.3,USD,Volva pax contabesco socius annus valeo desolo deduco.,posted
ID-0037,2023-10-01,1000-Cash,18261.72,USD,Traho thymum ipsam eius aranea terga cernuus derideo.,posted
ID-0038,2020-10-20,3000-Revenue,-44566.8,GBP,A dolorem adipiscor cetera suffragium.,posted
ID-0039,2025-01-13,1000-Cash,-25317.62,GBP,Ambitus contigo cerno turbo combibo.,posted
ID-0040,2025-05-08,2100-AR,40994.32,EUR,Alii stips depulso cresco recusandae succurro abeo aspernatur summisse sophismata.,reversed
ID-0041,2024-07-26,5000-COGS,20254.05,USD,Tero sequi administratio.,posted
ID-0042,2025-09-28,3000-Revenue,-6727.09,EUR,Corporis corpus admoveo tenetur.,posted
ID-0043,2024-12-07,5000-COGS,-28800.6,EUR,Utrum bibo spiritus pecus clementia approbo.,posted
ID-0044,2024-06-07,2000-AP,14483.26,EUR,Aveho validus civis corona adsum amoveo ducimus ceno.,pending
ID-0045,2020-02-02,2100-AR,-16265.45,USD,Cupio depromo culpo.,posted
ID-0046,2023-07-28,1000-Cash,-3590.48,GBP,Spiculum color teres terebro eligendi voluptatibus antea.,posted
ID-0047,2024-08-15,4000-Expense,-37979.28,USD,Claudeo terebro eaque.,posted
ID-0048,2022-03-25,1000-Cash,-20019.95,EUR,Uberrime acervus velociter terra termes defungo cubicularis cognatus aedificium calco.,posted
ID-0049,2022-11-27,4000-Expense,-2619.02,USD,Vilitas territo vulgaris illum vivo aestivus copiose caelum autus aqua.,posted
ID-0050,2024-09-08,3000-Revenue,-35303.73,GBP,Cresco sperno caveo conitor vero clamo delinquo validus.,posted
ID-0051,2020-05-16,1000-Cash,-49215.85,EUR,Appono vita ex carbo desino spoliatio.,posted
ID-0052,2021-08-25,4000-Expense,-4033.51,EUR,Adimpleo asperiores decumbo bellicus admiratio turpis.,reversed
ID-0053,2024-10-04,5000-COGS,-25802.29,GBP,Virgo vulgus summa vomica.,posted
ID-0054,2021-07-22,2100-AR,9356.09,USD,Vomica auditor textor venustas villa vitium eligendi.,reversed
ID-0055,2024-07-18,1000-Cash,-2309.99,GBP,Rerum sophismata ascisco maiores.,posted
ID-0056,2022-12-29,1000-Cash,-49096.16,EUR,Calco reiciendis brevis comminor ubi suspendo allatus curto adamo denique.,posted
ID-0057,2020-09-16,2000-AP,-10216.34,GBP,Adinventitias temptatio corrigo crudelis tego versus virga neque consuasor tersus.,posted
ID-0058,2023-05-21,2100-AR,15663.11,USD,Versus ambitus dicta bos.,posted
ID-0059,2020-03-19,2000-AP,36677.04,USD,Non debilito nisi ea tempore cimentarius conservo varius vindico vapulus.,posted
ID-0060,2024-09-06,2100-AR,-246.01,USD,Audax conatus umbra beatae aequitas aegrotatio vilicus.,posted
